,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DESC,ENTRIES,EXITS,DATETIME,DAY,HOUR,WEEKDAY,PREV_DATE,PREV_ENTRIES,PREV_EXITS,TIME_DIFF,ENTRIES_DIFF,EXITS_DIFF,LATITUDE,LONGITUDE
1551341,N183,R415,00-00-00,BROAD CHANNEL,AS,IND,REGULAR,19310,13895,2017-08-30 09:00:00,30,9,3,2017-08-30 05:00:00,19268,13879,0 days 04:00:00.000000000,42,16,40.6084162,-73.8158723
613968,N102,R127,01-05-01,JAY ST-METROTEC,ACF,IND,REGULAR,117440512,77,2016-09-23 20:00:00,23,20,5,2016-09-23 16:00:00,117440512,77,0 days 04:00:00.000000000,0,0,40.6923458,-73.987257
2589285,R325,R388,00-05-00,E 180 ST,25,IRT,REGULAR,600,0,2015-09-20 01:00:00,20,1,7,2015-09-19 21:00:00,599,0,0 days 04:00:00.000000000,1,0,40.841894,-73.873488
1347588,N071,R013,00-06-00,34 ST-PENN STA,ACE,IND,REGULAR,1628798,4203071,2015-09-15 20:00:00,15,20,2,2015-09-15 16:00:00,1628636,4202815,0 days 04:00:00.000000000,162,256,40.751056,-73.9903102
60454,A015,R081,00-03-01,49 ST,NQRW,BMT,REGULAR,5517491,19389250,2017-09-23 00:00:00,23,0,6,2018-08-31 20:00:00,5829124,20118442,-343 days +04:00:00.000000000,-311633,-729192,40.7598372,-73.9841825
908972,N520,R240,00-00-05,GRAND ST,BD,IND,REGULAR,7497325,6361653,2016-08-29 12:00:00,29,12,1,2016-08-29 08:00:00,7496845,6361155,0 days 04:00:00.000000000,480,498,40.7182002,-73.99357359999999
1700800,N309A,R140,00-00-03,QUEENS PLAZA,EMR,IND,REGULAR,7671786,4795517,2017-09-07 09:00:00,7,9,4,2017-09-07 05:00:00,7671758,4795374,0 days 04:00:00.000000000,28,143,40.74893590000001,-73.9373695
2352962,R160,R164,02-05-00,66 ST-LINCOLN,1,IRT,REGULAR,3681,0,2017-08-29 17:00:00,29,17,2,2017-08-29 13:00:00,3681,0,0 days 04:00:00.000000000,0,0,40.7736972,-73.9822288
389036,A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,REGULAR,76810,487538,2016-09-14 11:00:00,14,11,3,2016-09-14 07:00:00,76799,487237,0 days 04:00:00.000000000,11,301,40.709373,-74.0083258
2616330,R335,R444,00-00-00,NEREID AV,25,IRT,REGULAR,7823058,1581509,2018-09-06 01:00:00,6,1,4,2018-09-05 21:00:00,7823008,1581479,0 days 04:00:00.000000000,50,30,40.8984566,-73.8542993
2138590,PTH06,R546,00-00-03,PAVONIA/NEWPORT,1,PTH,REGULAR,1227062,1366025,2015-09-02 17:30:05,2,17,3,2015-09-02 13:18:05,1226520,1365853,0 days 04:12:00.000000000,542,172,40.72699,-74.03383
2084983,PTH02,R544,00-00-01,HARRISON,1,PTH,REGULAR,512255,37254,2017-09-19 18:22:35,19,18,2,2017-09-19 14:10:35,512123,37245,0 days 04:12:00.000000000,132,9,40.7394438,-74.1558766
223162,R221,R170,01-06-01,14 ST-UNION SQ,456LNQRW,IRT,REGULAR,70487448,2974132,2017-08-29 09:00:00,29,9,2,2017-08-29 08:20:11,70487445,2974089,0 days 00:39:49.000000000,3,43,40.7348024,-73.990753
1098619,N010,R126,00-00-03,175 ST,A,IND,REGULAR,5012212,844510,2015-09-24 12:00:00,24,12,4,2015-09-24 08:00:00,5011644,844485,0 days 04:00:00.000000000,568,25,40.8479166,-73.9394823
386856,A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,REGULAR,4004033,1987142,2016-09-09 15:00:00,9,15,5,2016-09-09 11:00:00,4003922,1986980,0 days 04:00:00.000000000,111,162,40.709373,-74.0083258
1078253,N002A,R173,00-00-02,INWOOD-207 ST,A,IND,REGULAR,5516283,3250394,2016-09-09 09:00:00,9,9,5,2016-09-09 05:00:00,5515485,3250321,0 days 04:00:00.000000000,798,73,40.8676635,-73.9212009
341677,N526,R142,02-00-01,DELANCEY/ESSEX,FJMZ,IND,REGULAR,2166695,1779328,2016-08-29 13:00:00,29,13,1,2016-08-29 09:00:00,2166527,1779209,0 days 04:00:00.000000000,168,119,40.718613,-73.988113
2691305,R501,R054,00-00-06,5 AVE,7BDFM,IRT,REGULAR,1787022,805948,2018-08-27 08:00:00,27,8,1,2018-08-27 04:00:00,1787017,805938,0 days 04:00:00.000000000,5,10,40.7649305,-73.9725117
1068660,N409,R268,00-00-01,METROPOLITAN AV,GL,IND,REGULAR,2722560,1743636,2018-09-04 21:00:00,4,21,2,2018-09-04 17:00:00,2722128,1743301,0 days 04:00:00.000000000,432,335,40.7139225,-73.9493905
2750321,R524,R347,00-00-01,69 ST,7,IRT,REGULAR,6382106,2674781,2017-09-22 05:00:00,22,5,5,2017-09-22 01:00:00,6382094,2674768,0 days 04:00:00.000000000,12,13,40.7686869,-73.9584429
1860835,N400A,R359,02-06-01,COURT SQ,EMG,IND,REGULAR,4458436,828060,2018-08-29 16:00:00,29,16,3,2018-08-29 12:00:00,4458371,828000,0 days 04:00:00.000000000,65,60,40.7467885,-73.944548
1007463,N329,R201,00-03-00,WOODHAVEN BLVD,MR,IND,REGULAR,4006277,2199880,2017-09-18 01:00:00,18,1,1,2017-09-17 21:00:00,4006274,2199822,0 days 04:00:00.000000000,3,58,40.7333477,-73.8704271
442456,R206,R014,02-00-00,FULTON ST,2345ACJZ,IRT,REGULAR,971075,1666073,2016-09-14 01:00:00,14,1,3,2016-09-13 21:00:00,971003,1665944,0 days 04:00:00.000000000,72,129,40.709373,-74.0083258
1714148,N310,R140,01-06-00,QUEENS PLAZA,EMR,IND,REGULAR,2491485,2728339,2016-09-03 17:00:00,3,17,6,2016-09-03 13:00:00,2491402,2728277,0 days 04:00:00.000000000,83,62,40.74893590000001,-73.9373695
172077,N508,R453,00-00-03,23 ST,FM,IND,REGULAR,337390231,320509256,2016-09-13 00:00:00,13,0,2,2016-09-12 20:00:00,337389726,320509127,0 days 04:00:00.000000000,505,129,40.7459544,-73.9979973
887562,H009,R235,00-06-00,BEDFORD AV,L,BMT,REGULAR,67920894,16805994,2018-09-16 12:00:00,16,12,7,2018-09-16 08:00:00,67920610,16805976,0 days 04:00:00.000000000,284,18,40.7177978,-73.95751709999999
290072,A049,R088,02-01-02,CORTLANDT ST,R,BMT,REGULAR,125251,403575,2016-09-08 17:00:00,8,17,4,2016-09-08 13:00:00,124969,403278,0 days 04:00:00.000000000,282,297,40.7110496,-74.0107859
1364317,R135,R031,01-00-02,34 ST-PENN STA,123,IRT,REGULAR,5680098,13225370,2016-09-06 16:00:00,6,16,2,2016-09-06 12:00:00,5679983,13224657,0 days 04:00:00.000000000,115,713,40.751056,-73.9903102
2641520,R412,R146,00-00-01,HUNTS POINT AV,6,IRT,REGULAR,10927882,3759137,2018-09-18 05:00:00,18,5,2,2018-09-18 01:00:00,10927816,3759098,0 days 04:00:00.000000000,66,39,40.8208037,-73.89088120000001
1514227,R629,R065,00-03-01,ROCKAWAY AV,3,IRT,REGULAR,124469,213185,2017-09-20 16:00:00,20,16,3,2017-09-20 12:00:00,124366,212928,0 days 04:00:00.000000000,103,257,40.6784919,-73.91077179999999
623561,N103,R127,00-02-01,JAY ST-METROTEC,ACF,IND,REGULAR,6205612,621182,2018-08-28 12:00:00,28,12,2,2018-08-28 08:00:00,6204828,621098,0 days 04:00:00.000000000,784,84,40.6923458,-73.987257
1171515,R258,R132,00-00-02,125 ST,456,IRT,REGULAR,4963536,20357961,2018-09-20 21:00:00,20,21,4,2018-09-20 17:00:00,4962573,20357490,0 days 04:00:00.000000000,963,471,40.8043863,-73.9374292
1832259,N340,R115,00-00-04,169 ST,F,IND,REGULAR,10267,29845,2017-08-31 16:00:00,31,16,4,2017-08-31 12:00:00,10192,29723,0 days 04:00:00.000000000,75,122,40.71047,-73.793604
1871560,N603,R303,00-00-02,21 ST,F,IND,REGULAR,9034901,8184779,2015-09-04 20:00:00,4,20,5,2015-09-04 16:00:00,9034326,8184295,0 days 04:00:00.000000000,575,484,40.7446224,-73.9486362
384005,R116,R030,00-06-01,CHAMBERS ST,123,IRT,REGULAR,10515888,12925554,2016-09-14 08:00:00,14,8,3,2016-09-14 04:00:00,10515849,12925160,0 days 04:00:00.000000000,39,394,40.7155134,-74.0092227
2837483,R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,REGULAR,239385,61822,2017-09-06 12:00:00,6,12,3,2017-09-06 08:00:00,239304,61791,0 days 04:00:00.000000000,81,31,40.7549713,-74.0010084
1168952,R174,R034,00-00-04,125 ST,1,IRT,REGULAR,3943672,4873257,2017-08-29 08:00:00,29,8,2,2017-08-29 07:28:57,3943613,4873229,0 days 00:31:03.000000000,59,28,40.8043863,-73.9374292
1507406,N121B,R438,00-00-03,RALPH AV,C,IND,REGULAR,7827201,7011346,2016-09-05 13:00:00,5,13,1,2016-09-05 09:00:00,7826967,7011267,0 days 04:00:00.000000000,234,79,40.6787336,-73.9215528
1199570,R303,R324,00-00-00,116 ST,23,IRT,REGULAR,5717484,5052631,2017-09-09 17:00:00,9,17,6,2017-09-09 13:00:00,5717292,5052447,0 days 04:00:00.000000000,192,184,40.7986377,-73.9416325
1032731,J037,R009,00-06-01,121 ST,JZ,BMT,REGULAR,151005064,59012,2016-08-29 16:00:00,29,16,1,2016-08-29 12:00:00,151005045,58896,0 days 04:00:00.000000000,19,116,40.7006094,-73.8281286
1878784,N408A,R256,00-00-01,NASSAU AV,G,IND,REGULAR,8071708,5895288,2018-09-21 00:00:00,21,0,5,2018-09-20 20:00:00,8071592,5895164,0 days 04:00:00.000000000,116,124,40.7095328,-74.0084222
2652302,R414,R162,00-05-01,ELDER AV,6,IRT,REGULAR,1843,262,2018-09-12 13:00:00,12,13,3,2018-09-12 09:00:00,1843,262,0 days 04:00:00.000000000,0,0,40.8260235,-73.8785743
2146615,PTH07,R550,00-00-03,CITY / BUS,1,PTH,REGULAR,3909137,1879542,2018-09-09 17:52:34,9,17,7,2018-09-09 13:40:34,3909013,1879511,0 days 04:12:00.000000000,124,31,40.7600585,-73.9994822
2555645,R310,R053,01-00-04,3 AV-149 ST,25,IRT,REGULAR,1793740,412785,2016-09-03 04:00:00,3,4,6,2016-09-03 00:00:00,1793726,412780,0 days 04:00:00.000000000,14,5,40.816129,-73.917811
2615978,R335,R444,00-00-00,NEREID AV,25,IRT,REGULAR,6942420,1388372,2016-09-12 08:16:54,12,8,1,2016-09-12 05:00:00,6941890,1388337,0 days 03:16:54.000000000,530,35,40.8984566,-73.8542993
920010,H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,REGULAR,6626624,16306855,2018-09-20 16:00:00,20,16,4,2018-09-20 12:00:00,6626204,16306080,0 days 04:00:00.000000000,420,775,40.699686,-73.9117713
275610,R119,R320,00-00-01,CANAL ST,1,IRT,REGULAR,8460033,3191673,2016-09-16 09:00:00,16,9,5,2016-09-16 05:00:00,8459984,3191591,0 days 04:00:00.000000000,49,82,40.7195147,-74.0017857
1839031,N340A,R115,01-03-02,169 ST,F,IND,REGULAR,7089812,2110624,2018-09-17 04:00:00,17,4,1,2018-09-17 00:00:00,7089802,2110617,0 days 04:00:00.000000000,10,7,40.71047,-73.793604
95334,A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,REGULAR,8202533,3497211,2015-09-01 04:00:00,1,4,2,2015-09-01 00:00:00,8202448,3497204,0 days 04:00:00.000000000,85,7,40.7488979,-73.98878859999999
2757149,R525,R018,02-06-01,74 ST-BROADWAY,7EFMR,IRT,REGULAR,41191,2793930,2017-09-14 16:00:00,14,16,4,2017-09-14 12:00:00,41178,2793592,0 days 04:00:00.000000000,13,338,40.74696520000001,-73.8914066
2884971,R628,R064,00-00-02,SARATOGA AV,3,IRT,REGULAR,7631970,3105701,2017-09-22 00:00:00,22,0,5,2017-09-21 20:00:00,7631926,3105604,0 days 04:00:00.000000000,44,97,40.7649305,-73.9725117
1487955,R622,R123,00-00-06,FRANKLIN AV,2345S,IRT,REGULAR,9153765,11118947,2017-09-01 12:00:00,1,12,5,2017-09-01 08:00:00,9153321,11118787,0 days 04:00:00.000000000,444,160,40.6807712,-73.95587139999999
304417,A050,R088,00-06-01,CORTLANDT ST,R,BMT,REGULAR,1837079,153210,2016-08-31 13:00:00,31,13,3,2016-08-31 09:00:00,1836952,153186,0 days 04:00:00.000000000,127,24,40.7110496,-74.0107859
41930,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,REGULAR,462158,3559,2018-09-10 06:00:00,10,6,1,2018-09-10 02:00:00,462158,3551,0 days 04:00:00.000000000,0,8,40.7649305,-73.9725117
2538730,R288,R275,00-00-01,183 ST,4,IRT,REGULAR,2144883,1226105,2015-09-05 04:00:00,5,4,6,2015-09-05 00:00:00,2144866,1226050,0 days 04:00:00.000000000,17,55,40.8583924,-73.90397810000002
1812110,N338,R128,01-05-00,SUTPHIN BLVD,F,IND,REGULAR,1370,0,2017-09-06 09:00:00,6,9,3,2017-09-06 08:48:01,1370,0,0 days 00:11:59.000000000,0,0,40.7005728,-73.8077071
249133,A046,R463,00-03-01,CANAL ST,JNQRZ6W,BMT,REGULAR,11575267,12524583,2017-09-05 21:00:00,5,21,2,2017-09-05 17:00:00,11574641,12524365,0 days 04:00:00.000000000,626,218,40.7195147,-74.0017857
1890342,N416,R286,01-05-01,MYRTLE-WILLOUGH,G,IND,REGULAR,0,224,2017-09-20 13:00:00,20,13,3,2017-09-20 09:00:00,0,224,0 days 04:00:00.000000000,0,0,40.69546709999999,-73.9492203
26786,R245,R051,00-03-00,59 ST,456NQR,IRT,REGULAR,10382180,9599169,2016-09-11 12:00:00,11,12,7,2016-09-11 08:00:00,10382132,9599064,0 days 04:00:00.000000000,48,105,40.762824,-73.967562
2633959,R408,R449,00-00-01,E 149 ST,6,IRT,REGULAR,3722710,979281,2017-08-28 05:00:00,28,5,1,2017-08-28 01:00:00,3722686,979275,0 days 04:00:00.000000000,24,6,40.818323,-73.92718280000001
2706520,R509,R121,00-00-01,QUEENSBORO PLZ,7NQ,IRT,REGULAR,14956584,4725275,2016-09-01 00:00:00,1,0,4,2016-08-31 20:00:00,14956258,4725044,0 days 04:00:00.000000000,326,231,40.74893590000001,-73.9373695
1912722,N501A,R020,02-00-03,47-50 STS ROCK,BDFM,IND,REGULAR,8541386,5146404,2017-09-21 08:00:00,21,8,4,2017-09-21 04:00:00,8541378,5146324,0 days 04:00:00.000000000,8,80,40.75866300000001,-73.981331
2196239,PTH16,R550,01-00-05,LACKAWANNA,1,PTH,REGULAR,192249,362405,2015-09-12 17:11:19,12,17,6,2015-09-12 12:59:19,192248,362323,0 days 04:12:00.000000000,1,82,40.7349579,-74.0276002
1879896,N408A,R256,00-03-00,NASSAU AV,G,IND,REGULAR,493644,112258,2015-08-29 08:00:00,29,8,6,2015-08-29 04:00:00,493633,112252,0 days 04:00:00.000000000,11,6,40.7095328,-74.0084222
2805668,R532H,R328,02-03-02,METS-WILLETS PT,7,IRT,REGULAR,429377,714354,2018-09-06 09:00:00,6,9,4,2018-09-06 05:00:00,429377,714353,0 days 04:00:00.000000000,0,1,40.75239,-73.8437
1014638,J034,R007,00-00-01,104 ST,JZ,BMT,REGULAR,1121140785,1907557757,2017-09-12 16:00:00,12,16,2,2017-09-12 12:00:00,1121140751,1907557766,0 days 04:00:00.000000000,34,-9,40.6951456,-73.8443046
360288,N091,R029,02-00-05,CHAMBERS ST,ACE23,IND,REGULAR,11922152,10349714,2016-09-21 08:22:17,21,8,3,2016-09-21 08:00:00,11922128,10349608,0 days 00:22:17.000000000,24,106,40.7155134,-74.0092227
994211,J025,R003,00-00-01,CYPRESS HILLS,J,BMT,REGULAR,1827405,767741,2018-09-19 08:00:00,19,8,3,2018-09-19 04:00:00,1827321,767732,0 days 04:00:00.000000000,84,9,40.68994860000001,-73.87257310000001
339771,N525,R142,01-00-02,DELANCEY/ESSEX,FJMZ,IND,REGULAR,7176804,6484351,2017-09-19 05:00:00,19,5,2,2017-09-19 01:00:00,7176773,6484337,0 days 04:00:00.000000000,31,14,40.718613,-73.988113
1952668,N528,R257,01-05-01,EAST BROADWAY,F,IND,REGULAR,12,828,2016-09-15 12:00:00,15,12,4,2016-09-15 08:00:00,12,828,0 days 04:00:00.000000000,0,0,40.7144029,-73.98991880000001
430745,R113,R028,01-06-00,FULTON ST,2345ACJZ,IRT,REGULAR,635844,1609498,2015-09-10 15:00:00,10,15,4,2015-09-10 11:00:00,635750,1609221,0 days 04:00:00.000000000,94,277,40.709373,-74.0083258
2931477,S101A,R070,01-00-01,ST. GEORGE,1,SRT,REGULAR,83936015,3328,2016-09-03 04:00:00,3,4,6,2016-09-03 00:00:00,83936004,3328,0 days 04:00:00.000000000,11,0,40.84913,-73.93372889999999
549466,B024A,R211,02-00-03,KINGS HWY,BQ,BMT,REGULAR,8344599,9805865,2016-09-15 20:00:00,15,20,4,2016-09-15 16:00:00,8344365,9804715,0 days 04:00:00.000000000,234,1150,40.6088717,-73.9577807
2030896,N605,R024,00-00-01,SUTPHIN-ARCHER,EJZ,IND,REGULAR,6824442,7052909,2016-09-05 12:00:00,5,12,1,2016-09-05 08:00:00,6824131,7052660,0 days 04:00:00.000000000,311,249,40.7005728,-73.8077071
1445483,N094,R029,01-00-01,WORLD TRADE CTR,ACE23,IND,REGULAR,589391,510159,2017-09-13 16:00:00,13,16,3,2017-09-13 12:00:00,588992,509929,0 days 04:00:00.000000000,399,230,40.7126452,-74.00989799999999
2296209,R112,R027,02-00-02,WALL ST,23,IRT,REGULAR,689765,582047,2016-09-22 16:00:00,22,16,4,2016-09-22 12:00:00,689507,581923,0 days 04:00:00.000000000,258,124,40.7064046,-74.0095219
672973,C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,REGULAR,2225418,770909,2018-08-30 12:00:00,30,12,4,2018-08-30 08:00:00,2225169,770854,0 days 04:00:00.000000000,249,55,40.6698964,-73.9891106
827400,R154,R116,00-03-01,50 ST,1,IRT,REGULAR,4205905,2185409,2017-09-26 12:00:00,26,12,2,2017-09-26 08:00:00,4205635,2185045,0 days 04:00:00.000000000,270,364,40.7620363,-73.98632909999999
1543038,N141,R356,00-00-04,OZONE PK LEFFRT,A,IND,REGULAR,6242999,2652520,2018-09-17 20:00:00,17,20,1,2018-09-17 16:00:00,6242757,2652136,0 days 04:00:00.000000000,242,384,40.6859567,-73.8257601
1980290,N535,R220,00-03-00,CARROLL ST,FG,IND,REGULAR,1245416,846845,2018-09-21 04:00:00,21,4,5,2018-09-21 00:00:00,1245415,846842,0 days 04:00:00.000000000,1,3,40.6793313,-73.9954833
2150373,PTH07,R550,00-01-00,CITY / BUS,1,PTH,REGULAR,810243,361303,2018-09-11 17:33:04,11,17,2,2018-09-11 13:21:04,810180,361220,0 days 04:12:00.000000000,63,83,40.7600585,-73.9994822
341884,N526,R142,02-00-01,DELANCEY/ESSEX,FJMZ,IND,REGULAR,2557618,2048517,2017-09-03 05:00:00,3,5,7,2017-09-03 01:00:00,2557581,2048511,0 days 04:00:00.000000000,37,6,40.718613,-73.988113
2557780,R310,R053,01-05-00,3 AV-149 ST,25,IRT,REGULAR,6594,196,2018-09-08 12:00:00,8,12,6,2018-09-08 08:00:00,6590,196,0 days 04:00:00.000000000,4,0,40.816129,-73.917811
828424,R155,R116,01-00-00,50 ST,1,IRT,REGULAR,9731833,5133956,2015-09-22 08:00:00,22,8,2,2015-09-22 04:00:00,9731770,5133743,0 days 04:00:00.000000000,63,213,40.7620363,-73.98632909999999
873284,H003,R163,01-06-00,6 AV,FLM123,BMT,REGULAR,95283,44622,2016-08-31 08:00:00,31,8,3,2016-08-31 04:00:00,95283,44621,0 days 04:00:00.000000000,0,1,40.75866300000001,-73.981331
740249,R166,R167,02-00-02,86 ST,1,IRT,REGULAR,2250687,2640118,2016-09-19 09:00:00,19,9,1,2016-09-19 05:00:00,2250431,2639946,0 days 04:00:00.000000000,256,172,40.7769631,-73.9523007
1935509,N519,R461,00-03-03,B'WAY-LAFAYETTE,BDFQ6,IND,REGULAR,7859494,2380390,2016-09-09 13:00:00,9,13,5,2016-09-09 09:00:00,7859407,2380317,0 days 04:00:00.000000000,87,73,40.7250151,-73.9956959
2777057,R528,R097,00-05-01,JUNCTION BLVD,7,IRT,REGULAR,2769885,3125074,2015-09-24 12:00:00,24,12,4,2015-09-24 08:00:00,2769306,3124946,0 days 04:00:00.000000000,579,128,40.749203,-73.8693365
2786897,R532,R328,00-00-00,METS-WILLETS PT,7,IRT,REGULAR,1282102,880755,2018-09-13 05:00:00,13,5,4,2018-09-13 04:10:48,1282095,880751,0 days 00:49:12.000000000,7,4,40.75239,-73.8437
911733,H017,R265,00-00-01,MONTROSE AV,L,BMT,REGULAR,1926014,990221,2017-09-11 08:00:00,11,8,1,2017-09-11 04:00:00,1925827,990115,0 days 04:00:00.000000000,187,106,40.7076407,-73.93983639999999
80216,R147,R033,04-00-06,TIMES SQ-42 ST,1237ACENQRS,IRT,REGULAR,11473641,2758743,2016-09-18 20:00:00,18,20,7,2016-09-18 16:00:00,11473087,2758506,0 days 04:00:00.000000000,554,237,40.7545563,-73.9866737
915411,H019,R294,00-06-02,MORGAN AV,L,BMT,REGULAR,234773,68002,2016-09-18 12:00:00,18,12,7,2016-09-18 08:00:00,234670,67970,0 days 04:00:00.000000000,103,32,40.70607589999999,-73.93370999999999
2188489,PTH13,R541,00-04-02,THIRTY ST,1,PTH,REGULAR,1735008,257673,2018-09-11 07:08:17,11,7,2,2018-09-11 02:56:17,1734949,257662,0 days 04:12:00.000000000,59,11,40.7769631,-73.9523007
2057620,N700A,R570,01-00-02,72 ST-2 AVE,Q,IND,REGULAR,424962,308127,2018-09-18 13:00:00,18,13,2,2018-09-18 09:00:00,424872,308005,0 days 04:00:00.000000000,90,122,40.7686869,-73.9584429
1009928,N329,R201,00-03-04,WOODHAVEN BLVD,MR,IND,REGULAR,1746604,2260155,2015-09-08 09:00:00,8,9,2,2015-09-08 05:00:00,1745678,2259959,0 days 04:00:00.000000000,926,196,40.7333477,-73.8704271
1075149,N001,R173,01-06-01,INWOOD-207 ST,A,IND,REGULAR,201898946,350281,2018-09-20 13:00:00,20,13,4,2018-09-20 09:00:00,201898853,350254,0 days 04:00:00.000000000,93,27,40.8676635,-73.9212009
1164503,N026,R102,00-05-00,125 ST,ACBD,IND,REGULAR,9462,0,2016-09-05 12:00:00,5,12,1,2016-09-05 08:00:00,9462,0,0 days 04:00:00.000000000,0,0,40.8043863,-73.9374292
1219988,N039,R251,01-00-00,96 ST,BC,IND,REGULAR,1011819,325528,2016-09-08 20:00:00,8,20,4,2016-09-08 16:00:00,1011030,325305,0 days 04:00:00.000000000,789,223,40.7839341,-73.9476064
687395,C018,R197,00-00-02,36 ST,DNR,BMT,REGULAR,8310738,5510062,2017-09-08 09:00:00,8,9,5,2017-09-08 05:00:00,8310328,5509816,0 days 04:00:00.000000000,410,246,40.6545065,-74.0042335
1083793,R186,R036,00-00-02,DYCKMAN ST,1,IRT,REGULAR,3061123,653616,2018-08-29 16:00:00,29,16,3,2018-08-29 12:00:00,3060775,653552,0 days 04:00:00.000000000,348,64,40.8654861,-73.9272995
969225,N414A,R316,01-00-01,FLUSHING AV,G,IND,REGULAR,313103,137832,2016-09-04 17:00:00,4,17,7,2016-09-04 13:00:00,313061,137810,0 days 04:00:00.000000000,42,22,40.7002958,-73.94116439999999
2141405,PTH06,R546,00-00-07,PAVONIA/NEWPORT,1,PTH,REGULAR,249532,510337,2015-09-24 04:39:56,24,4,4,2015-09-24 00:27:56,249532,510313,0 days 04:12:00.000000000,0,24,40.72699,-74.03383
2646740,R413,R325,00-00-01,WHITLOCK AV,6,IRT,REGULAR,678066,634480,2017-09-11 08:00:00,11,8,1,2017-09-11 04:00:00,677966,634465,0 days 04:00:00.000000000,100,15,40.8267442,-73.8863456
801336,E014,R374,00-00-01,BAY PKWY,D,BMT,REGULAR,1868749,1997679,2017-09-26 21:00:00,26,21,2,2017-09-26 17:00:00,1868558,1997041,0 days 04:00:00.000000000,191,638,40.61188000000001,-73.98187109999999
1261114,R161A,R452,01-06-01,72 ST,123,IRT,REGULAR,8200905,5012007,2016-09-04 09:00:00,4,9,7,2016-09-04 05:00:00,8200819,5011902,0 days 04:00:00.000000000,86,105,40.7686869,-73.9584429
720578,C025,R215,00-00-00,86 ST,R,BMT,REGULAR,2181482,659021,2018-09-11 00:00:00,11,0,2,2018-09-10 20:00:00,2181382,658921,0 days 04:00:00.000000000,100,100,40.7769631,-73.9523007
643091,C009,R057,03-03-03,ATL AV-BARCLAY,BDNQR2345,BMT,REGULAR,4276840,3696526,2016-09-01 08:00:00,1,8,4,2016-09-01 04:00:00,4276660,3696275,0 days 04:00:00.000000000,180,251,40.683666,-73.97881
975514,J012,R379,00-00-02,KOSCIUSZKO ST,J,BMT,REGULAR,7901858,3979487,2018-08-28 01:00:00,28,1,2,2018-08-27 21:00:00,7901786,3979434,0 days 04:00:00.000000000,72,53,40.6932868,-73.9288263
1632891,N215,R237,00-00-00,182-183 STS,BD,IND,REGULAR,12756038,5995408,2017-09-02 08:00:00,2,8,6,2017-09-02 04:00:00,12756001,5995387,0 days 04:00:00.000000000,37,21,40.8560934,-73.90102949999999
631871,C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,REGULAR,5960165,3857211,2018-09-05 04:00:00,5,4,3,2018-09-05 00:00:00,5960152,3857204,0 days 04:00:00.000000000,13,7,40.6898084,-73.98115589999999
1288792,R158,R084,00-05-00,59 ST COLUMBUS,1ABCD,IRT,REGULAR,3845243,649842,2016-09-17 12:00:00,17,12,6,2016-09-17 08:00:00,3845085,649817,0 days 04:00:00.000000000,158,25,40.7684839,-73.981807
385754,R116,R030,00-06-03,CHAMBERS ST,123,IRT,REGULAR,12694781,6578663,2018-08-30 16:00:00,30,16,4,2018-08-30 12:00:00,12693580,6578322,0 days 04:00:00.000000000,1201,341,40.7155134,-74.0092227
2535240,R287,R244,00-00-00,BURNSIDE AV,4,IRT,REGULAR,5052447,2703932,2016-08-29 20:00:00,29,20,1,2016-08-29 16:00:00,5051866,2703492,0 days 04:00:00.000000000,581,440,40.85345299999999,-73.90768400000002
2522299,R253,R181,00-00-02,110 ST,6,IRT,REGULAR,4899131,11133771,2017-09-07 08:00:00,7,8,4,2017-09-07 04:00:00,4899014,11133558,0 days 04:00:00.000000000,117,213,40.8041784,-73.96672579999999
1290548,R158,R084,00-05-03,59 ST COLUMBUS,1ABCD,IRT,REGULAR,863,0,2017-09-07 16:00:00,7,16,4,2017-09-07 12:00:00,862,0,0 days 04:00:00.000000000,1,0,40.7684839,-73.981807
2888232,R632,R067,00-00-02,PENNSYLVANIA AV,3,IRT,REGULAR,502824,159358,2018-09-07 04:00:00,7,4,5,2018-09-07 00:00:00,502813,159352,0 days 04:00:00.000000000,11,6,40.6646911,-73.8941747
1482143,N114,R297,01-00-01,FRANKLIN AV,ACS,IND,REGULAR,2570133,6888738,2018-08-31 21:00:00,31,21,5,2018-08-31 17:00:00,2570034,6888341,0 days 04:00:00.000000000,99,397,40.6807712,-73.95587139999999
932535,J016,R381,00-00-00,HALSEY ST,J,BMT,REGULAR,529754,457391,2016-09-08 05:00:00,8,5,4,2016-09-08 01:00:00,529716,457331,0 days 04:00:00.000000000,38,60,40.69577750000001,-73.9044092
855776,G001,R151,00-00-01,CONEY IS-STILLW,DFNQ,BMT,REGULAR,6588959,5963637,2017-09-24 17:00:00,24,17,7,2017-09-24 13:00:00,6588529,5963169,0 days 04:00:00.000000000,430,468,40.6136033,-73.9631313
